body_temp,respiratory_rate,ambient_temp,label
38.36,19.9,22.16,0
39.86,35.0,35.12,1
38.71,15.1,21.34,0
40.8,54.3,22.35,1
38.48,58.3,33.1,1
40.47,40.4,38.06,1
38.35,26.8,23.62,0
38.38,19.5,23.12,0
40.29,39.0,34.63,1
40.51,40.2,37.04,1
39.99,32.5,32.79,1
38.77,20.2,24.61,0
40.13,22.7,24.46,0
40.38,33.5,33.62,1
38.89,47.5,33.59,1
38.33,33.6,32.26,1
38.86,10.9,21.95,0
40.22,35.7,34.77,1
40.55,40.5,38.73,1
38.83,25.7,23.65,0
39.9,38.8,36.42,1
38.74,36.3,35.24,1
39.84,30.4,30.81,1
38.57,24.8,29.19,0
39.15,13.3,34.57,0
38.68,32.7,23.42,0
40.71,43.0,38.9,1
39.79,27.9,31.98,1
39.68,34.1,31.59,1
39.17,33.5,35.2,1
39.96,38.4,33.25,1
40.57,37.1,38.21,1
38.55,14.9,24.68,0
38.83,13.1,27.8,0
39.14,37.3,30.85,1
40.48,43.3,37.99,1
38.88,46.6,30.6,1
38.91,15.7,29.68,0
40.61,42.7,36.77,1
39.74,29.4,32.5,1
38.94,32.0,28.47,0
38.37,26.0,25.53,0
38.75,22.0,23.38,0
38.42,12.6,25.94,0
39.82,29.3,31.4,1
40.13,37.1,35.97,1
38.94,51.3,30.64,1
39.0,45.0,30.86,1
38.84,13.7,27.78,0
39.19,49.2,20.51,0
38.84,14.0,26.1,0
39.79,30.5,33.99,1
40.28,40.6,23.51,1
38.72,41.9,37.74,1
38.63,20.0,24.82,0
38.24,27.1,27.72,0
38.88,18.6,24.35,0
39.0,14.4,20.05,0
40.16,41.5,27.61,1
40.16,46.2,25.84,1
40.27,43.0,36.94,1
38.74,14.8,24.83,0
40.9,48.6,22.25,1
39.17,16.6,25.24,0
38.63,39.0,31.57,1
38.91,33.2,35.93,1
38.77,36.4,32.63,1
40.54,40.1,37.73,1
39.67,12.0,22.0,0
39.8,29.2,33.97,1
40.26,41.8,38.42,1
38.73,43.5,32.88,1
39.86,32.6,31.39,1
40.57,39.7,38.71,1
40.05,37.1,35.71,1
38.44,55.0,32.07,1
38.68,18.2,27.63,0
40.16,50.8,24.49,1
39.94,11.0,25.85,0
39.03,59.8,36.26,1
40.65,51.2,21.1,1
39.67,33.7,33.44,1
38.96,17.9,24.91,0
40.09,47.1,24.38,1
39.23,11.2,26.48,0
38.64,19.2,21.96,0
40.06,27.8,30.74,1
38.42,32.9,36.46,1
40.92,12.2,27.31,0
39.97,42.3,35.31,1
38.39,22.0,21.79,0
38.68,23.7,27.19,0
38.95,31.2,35.33,1
39.35,44.9,29.77,0
38.41,19.3,20.12,0
39.1,13.3,25.31,0
38.93,22.2,35.49,0
38.97,16.9,26.53,0
39.32,21.4,28.23,0
38.68,43.1,32.28,1
38.88,22.5,22.3,0
40.18,38.6,35.95,1
39.6,36.2,33.07,1
40.08,29.7,33.04,1
38.44,34.8,30.58,1
38.53,19.9,22.53,0
39.53,31.4,31.06,1
38.79,13.1,20.8,0
40.84,45.9,39.99,1
39.06,24.5,21.37,0
39.73,29.9,32.54,1
40.08,32.0,33.24,1
38.69,13.5,26.54,0
39.92,38.4,34.58,1
39.1,32.1,23.27,0
39.81,37.3,34.61,1
40.32,43.6,37.64,1
38.77,24.0,28.63,0
38.85,17.4,27.13,0
40.45,33.0,23.61,1
39.59,31.4,32.65,1
38.55,12.6,37.6,0
38.44,27.8,28.16,0
40.6,37.9,38.87,1
39.04,19.5,26.82,0
39.41,27.4,30.81,0
38.3,25.2,28.46,0
40.05,31.2,29.67,1
38.87,14.3,23.31,0
40.1,39.1,37.78,1
39.49,28.8,31.5,0
40.67,41.4,38.54,1
40.34,16.3,27.55,0
39.65,24.9,31.25,1
40.22,38.4,35.51,1
39.12,22.3,24.65,0
40.43,37.7,35.5,1
39.68,31.0,30.62,1
40.58,13.6,25.72,0
39.11,38.7,34.03,1
39.71,31.8,33.72,1
38.53,50.8,36.57,1
38.68,49.2,30.59,1
38.87,13.2,28.75,0
39.65,25.5,29.08,0
38.63,41.7,34.68,1
39.09,43.5,36.45,1
40.31,18.2,29.02,0
40.03,41.8,36.26,1
38.45,55.4,30.52,1
40.32,31.6,34.14,1
38.38,18.1,28.93,0
38.82,49.6,35.62,1
39.74,29.0,33.08,1
38.64,33.5,32.69,1
38.51,31.7,32.4,1
39.91,27.0,30.67,1
38.65,49.4,34.39,1
40.33,30.7,33.6,1
39.25,10.7,38.0,0
39.04,40.6,32.73,1
40.73,43.2,39.19,1
39.29,16.6,27.98,0
38.7,28.9,21.6,0
40.13,50.0,22.76,1
38.78,21.9,20.02,0
39.37,31.4,32.14,1
40.12,39.3,35.8,1
39.14,22.7,20.95,0
40.72,42.0,39.9,1
39.12,25.4,35.5,0
39.08,29.1,26.94,0
40.75,14.0,26.21,0
39.14,20.8,21.15,0
39.02,25.7,30.76,0
38.48,53.8,30.81,1
38.72,22.2,34.38,0
39.33,58.5,20.2,0
38.44,23.2,20.09,0
39.63,36.2,32.17,1
40.73,36.5,29.16,1
39.26,19.5,26.32,0
39.08,46.5,37.82,1
40.97,24.6,28.45,0
39.64,34.7,33.51,1
39.8,28.6,32.11,1
38.65,23.2,21.05,0
39.95,31.5,33.11,1
40.13,50.6,22.47,1
40.31,26.5,21.77,0
39.08,22.4,22.65,0
38.52,23.6,22.44,0
38.41,21.6,20.94,0
38.43,40.6,32.5,1
39.97,37.3,30.71,1
38.96,53.5,32.61,1
38.56,45.4,37.25,1
39.71,16.5,23.42,0
40.39,41.2,37.27,1
40.42,24.4,24.23,0
38.3,18.1,20.25,0
39.92,36.3,36.27,1
39.0,20.4,22.09,0
38.63,32.7,21.22,0
39.76,43.1,26.77,1
38.35,59.1,30.53,1
38.6,28.3,25.91,0
39.35,24.0,34.92,0
40.06,36.3,34.05,1
39.75,29.4,31.66,1
38.32,50.8,28.03,0
38.96,34.1,36.95,1
38.54,17.2,24.08,0
39.22,19.6,21.22,0
40.46,34.6,35.19,1
38.56,12.4,26.7,0
38.83,8.8,23.68,0
38.94,15.1,27.61,0
38.48,15.9,25.96,0
39.77,28.9,30.5,1
39.06,20.6,23.71,0
40.79,51.8,24.75,1
40.35,43.1,37.62,1
39.0,22.5,22.02,0
38.47,42.9,31.86,1
38.76,20.5,24.56,0
38.84,32.6,35.27,1
39.39,32.4,33.01,1
40.88,11.9,29.36,0
39.74,35.2,33.08,1
39.05,23.0,21.19,0
40.02,39.4,35.03,1
40.69,24.7,24.58,0
39.58,33.1,31.45,1
40.25,49.1,27.04,1
40.55,39.8,38.28,1
39.08,21.9,35.98,0
38.92,10.4,21.2,0
39.06,21.0,20.23,0
38.77,15.4,29.77,0
39.2,27.6,28.79,0
38.68,40.9,35.91,1
38.93,18.4,21.39,0
39.75,44.6,24.68,1
39.09,14.1,29.71,0
39.97,39.2,36.37,1
38.38,49.3,37.16,1
40.08,30.7,31.91,1
38.42,28.5,25.3,0
38.58,25.5,26.56,0
40.95,21.2,24.03,0
38.38,17.1,25.72,0
38.85,17.2,26.85,0
38.62,20.7,24.62,0
38.83,19.4,22.37,0
39.09,59.2,35.08,1
39.91,36.0,34.23,1
39.56,28.1,31.21,1
38.67,49.8,25.3,0
39.73,34.2,33.93,1
38.29,11.8,25.17,0
38.65,16.0,26.41,0
40.65,44.2,27.49,1
38.88,38.6,24.23,0
40.49,39.8,37.62,1
40.45,48.6,21.84,1
39.12,32.7,36.26,1
38.66,33.7,35.39,1
39.97,39.1,20.58,1
40.96,14.7,22.52,0
39.19,47.1,33.66,1
40.9,43.6,38.84,1
39.93,34.2,32.6,1
38.56,47.7,28.78,0
40.54,47.1,38.63,1
38.94,24.8,21.79,0
40.43,43.1,39.6,1
39.28,23.9,31.33,0
40.2,41.0,37.97,1
40.47,40.3,38.07,1
39.92,30.7,30.93,1
38.68,14.7,26.5,0
38.69,18.0,21.31,0
38.67,36.9,33.22,1
38.65,18.2,23.43,0
38.51,33.4,31.0,1
38.73,14.9,28.97,0
38.63,12.7,26.01,0
40.51,36.0,35.35,1
39.66,35.4,34.93,1
39.61,32.4,31.79,1
40.24,11.0,21.69,0
39.93,36.4,32.44,1
39.89,33.1,34.22,1
38.55,23.9,20.53,0
38.36,55.2,36.69,1
38.43,10.6,23.72,0
38.83,25.2,21.54,0
39.63,42.5,26.14,1
40.18,41.6,36.04,1
38.5,13.5,26.16,0
39.72,30.9,34.52,1
39.64,38.0,34.24,1
38.74,45.0,34.3,1
40.31,34.9,36.75,1
39.18,15.5,28.96,0
38.58,43.9,34.16,1
39.8,47.1,23.03,1
40.37,22.7,29.73,0
39.61,37.7,31.34,1
40.22,36.1,33.71,1
40.68,12.0,28.42,0
40.22,29.0,33.59,1
38.53,16.3,23.17,0
40.33,18.5,22.18,0
38.64,18.2,21.32,0
39.2,11.7,22.45,0
38.96,18.0,29.46,0
39.69,52.4,23.97,1
38.26,19.3,26.33,0
40.17,37.8,37.45,1
40.69,39.7,37.06,1
38.78,57.3,33.85,1
40.23,39.8,35.92,1
38.33,16.1,26.71,0
40.18,35.8,25.0,1
38.72,51.2,37.81,1
38.9,47.8,35.61,1
38.89,51.0,35.08,1
39.03,25.1,25.9,0
40.48,38.1,36.58,1
38.91,43.5,34.96,1
40.33,54.8,28.91,1
38.59,34.0,37.92,1
39.24,18.5,23.61,0
40.27,39.0,36.27,1
39.74,29.1,30.99,1
38.68,13.1,22.02,0
39.66,36.9,31.31,1
38.72,12.3,24.19,0
39.81,32.8,31.58,1
38.83,18.4,23.18,0
39.02,59.7,34.8,1
39.1,42.6,25.98,0
40.54,50.9,22.85,1
38.57,23.4,28.37,0
40.38,42.7,36.0,1
40.33,47.1,28.62,1
38.92,15.4,35.62,0
39.17,27.4,20.94,0
39.74,26.4,34.22,1
40.06,50.0,29.31,1
38.55,21.5,27.22,0
39.64,25.7,30.52,1
40.15,34.1,35.04,1
39.87,29.2,32.79,1
39.67,32.5,31.79,1
40.23,40.3,36.26,1
38.7,19.1,24.7,0
40.2,12.2,26.75,0
39.08,29.6,25.57,0
38.52,19.4,24.5,0
38.71,18.6,23.1,0
40.05,38.2,34.49,1
39.7,28.7,30.93,1
38.61,22.4,23.17,0
39.11,45.0,35.09,1
40.38,34.4,36.21,1
40.18,37.3,37.37,1
38.63,53.4,35.7,1
38.95,16.4,24.19,0
40.86,39.9,38.46,1
39.67,34.7,33.59,1
40.62,40.1,21.46,1
38.82,34.9,35.6,1
40.5,32.6,36.59,1
39.03,56.8,32.74,1
39.24,49.6,33.01,1
39.74,31.2,32.92,1
39.15,10.8,36.18,0
38.58,13.4,28.21,0
40.06,47.4,29.73,1
39.09,18.4,22.41,0
39.0,23.6,27.79,0
39.06,31.9,32.8,1
40.5,23.9,29.0,0
38.73,30.7,37.88,1
40.19,30.3,36.44,1
38.39,52.5,35.7,1
39.96,38.4,37.58,1
40.95,50.7,26.58,1
40.29,27.6,20.49,0
39.11,46.1,36.71,1
38.86,39.1,33.53,1
40.08,34.8,35.52,1
38.48,47.1,31.03,1
39.27,13.9,34.54,0
40.07,31.4,35.41,1
39.23,42.5,21.09,0
38.44,51.8,36.67,1
40.35,38.0,35.35,1
39.91,54.9,29.31,1
38.69,14.8,29.24,0
39.13,21.4,25.78,0
40.17,30.8,35.33,1
40.45,10.6,29.55,0
38.78,16.6,34.09,0
39.54,27.2,30.76,1
39.8,27.0,34.06,1
38.53,52.3,32.48,1
40.67,53.4,22.29,1
39.19,25.4,22.0,0
38.42,14.5,23.42,0
39.23,15.4,31.92,0
39.09,18.9,24.68,0
39.97,33.2,33.76,1
38.36,39.0,32.84,1
38.64,15.0,21.12,0
40.49,25.9,29.21,0
38.77,35.4,34.76,1
38.62,52.7,31.21,1
40.46,43.7,38.77,1
38.47,17.5,21.16,0
38.6,10.3,26.34,0
39.09,31.9,32.34,1
39.17,14.6,28.18,0
38.31,35.3,31.55,1
40.63,50.5,23.13,1
38.9,16.9,20.15,0
40.05,32.0,33.91,1
39.05,25.6,20.31,0
39.28,45.5,37.27,1
38.47,36.7,33.71,1
38.82,26.0,20.36,0
39.07,15.6,24.16,0
38.98,37.9,34.03,1
40.63,11.6,24.28,0
39.99,34.1,35.03,1
38.52,20.2,22.73,0
39.35,30.0,31.02,1
39.72,30.8,32.18,1
38.44,15.8,29.09,0
40.8,51.0,22.36,1
39.71,31.1,31.41,1
40.46,17.8,23.24,0
38.69,46.5,36.29,1
39.78,39.8,21.88,1
38.81,11.4,28.39,0
38.4,56.7,36.05,1
38.52,48.4,36.76,1
39.14,37.9,32.4,1
38.7,39.2,31.31,1
40.32,39.2,37.62,1
40.71,39.2,37.94,1
40.21,30.1,23.51,1
38.53,49.3,35.61,1
38.87,11.5,27.42,0
38.67,11.2,29.8,0
38.7,19.4,34.39,0
38.73,38.5,32.87,1
38.41,52.5,31.73,1
38.45,23.3,29.36,0
40.45,21.9,20.04,0
40.11,29.5,33.94,1
40.55,33.1,23.5,1
39.19,12.3,26.6,0
39.8,36.4,33.2,1
38.33,17.5,37.64,0
39.15,17.6,21.88,0
39.03,48.2,34.25,1
40.99,16.5,25.49,0
40.72,24.3,25.69,0
40.69,46.4,39.21,1
38.45,49.4,36.16,1
38.46,42.2,34.14,1
38.53,46.8,36.84,1
40.82,31.4,26.56,1
38.44,31.2,28.9,0
38.32,18.8,28.39,0
38.95,23.5,26.96,0
40.9,46.9,26.23,1
38.42,53.7,31.34,1
38.69,21.5,22.21,0
38.92,22.9,27.98,0
38.45,40.7,35.32,1
40.56,32.8,36.78,1
39.82,32.2,33.71,1
39.77,28.0,33.85,1
39.71,30.3,30.51,1
39.73,52.6,29.66,1
40.28,36.8,38.03,1
38.46,23.2,28.61,0
38.29,55.3,32.77,1
40.41,31.6,34.79,1
38.5,22.9,21.86,0
39.91,38.5,35.14,1
39.81,34.2,34.31,1
38.91,10.9,27.85,0
40.01,31.0,33.81,1
40.27,37.9,37.08,1
38.56,20.2,27.28,0
38.61,48.6,31.17,1
38.52,36.0,32.84,1
38.42,22.4,20.37,0
40.39,43.7,37.76,1
40.38,37.2,34.83,1
39.07,27.3,24.54,0
40.29,41.6,37.42,1
39.98,40.9,28.0,1
38.94,34.6,33.2,1
39.52,31.3,31.98,1
38.66,10.6,22.96,0
40.78,43.9,39.4,1
40.84,42.1,38.61,1
40.91,14.7,28.05,0
38.46,49.8,33.79,1
39.74,43.6,29.47,1
38.81,49.6,36.16,1
40.67,39.3,37.69,1
40.46,37.6,36.51,1
39.37,9.8,22.4,0
38.73,58.6,36.47,1
38.6,53.4,27.51,0
40.57,38.1,37.84,1
38.5,12.8,21.19,0
40.96,41.6,38.54,1
38.89,14.2,25.98,0
38.45,23.1,24.97,0
38.66,27.1,28.33,0
40.47,44.9,38.98,1
40.59,42.2,37.97,1
40.09,39.3,37.32,1
40.1,41.2,34.37,1
38.43,25.8,25.31,0
38.41,10.3,24.23,0
40.25,36.4,34.87,1
40.17,33.4,34.2,1
39.66,45.5,23.48,1
38.84,37.6,34.8,1
40.34,34.8,35.25,1
38.87,22.0,28.25,0
38.61,44.5,25.84,0
40.81,44.5,28.06,1
39.73,31.1,32.93,1
38.61,58.4,33.27,1
39.06,36.9,33.85,1
38.46,28.9,27.26,0
39.61,41.9,27.67,1
40.35,26.4,20.59,0
38.79,32.9,37.02,1
39.0,29.4,32.95,1
38.91,11.0,21.37,0
40.22,39.3,35.66,1
38.52,12.6,27.81,0
39.57,29.0,30.66,1
38.88,23.9,24.09,0
39.7,36.1,31.73,1
41.09,44.9,39.94,1
38.79,42.9,37.18,1
40.25,33.7,34.86,1
38.46,9.1,26.03,0
39.99,40.6,22.48,1
40.08,46.6,20.67,1
38.97,48.8,31.31,1
38.74,46.3,36.28,1
39.32,12.4,37.27,0
38.59,59.6,32.65,1
40.11,33.6,35.05,1
40.06,32.8,31.66,1
39.3,42.0,31.22,1
39.04,58.6,30.58,1
40.2,33.8,33.72,1
40.17,35.6,33.23,1
40.63,31.4,25.35,1
40.94,47.5,39.1,1
38.46,19.8,26.86,0
38.69,27.4,27.94,0
38.99,17.6,22.53,0
40.03,48.0,25.48,1
38.56,44.7,34.65,1
39.73,29.7,31.26,1
40.32,39.9,35.73,1
39.15,21.7,21.87,0
40.04,31.2,34.2,1
40.71,51.8,28.28,1
39.86,52.9,23.51,1
38.67,8.4,28.77,0
39.32,51.4,33.53,1
38.69,18.4,20.37,0
39.93,25.5,31.53,1
38.79,15.9,27.1,0
38.66,15.2,23.46,0
40.33,34.9,35.98,1
39.48,30.8,31.27,1
40.8,40.1,39.05,1
38.99,55.6,35.7,1
38.93,59.7,30.92,1
38.64,55.2,34.92,1
39.88,55.0,21.05,1
40.59,43.5,23.82,1
40.54,36.1,36.18,1
40.87,41.0,39.93,1
39.77,27.0,32.86,1
38.83,10.7,28.57,0
39.95,36.4,34.62,1
38.75,20.2,25.72,0
39.77,28.2,31.61,1
38.44,11.2,29.85,0
40.8,47.0,25.51,1
38.35,19.5,32.76,0
40.64,49.1,39.83,1
40.14,24.4,20.1,0
38.99,34.3,32.22,1
40.72,23.7,26.98,0
39.0,21.8,25.69,0
38.57,31.0,31.65,1
38.54,30.8,26.08,0
39.02,39.4,33.19,1
39.78,22.2,21.47,0
39.83,36.5,32.98,1
39.89,33.8,22.81,1
39.0,56.1,30.92,1
39.97,43.0,35.76,1
39.84,53.7,24.07,1
38.86,14.5,37.72,0
40.23,38.0,36.12,1
39.98,28.9,32.68,1
40.68,39.8,38.91,1
38.55,15.2,20.84,0
38.32,12.2,27.84,0
40.79,43.4,39.46,1
38.61,16.8,26.06,0
38.54,13.2,22.58,0
39.54,28.4,31.21,1
39.11,15.9,25.15,0
38.81,18.9,28.53,0
38.49,50.6,37.32,1
39.42,29.5,31.43,1
39.66,31.9,32.94,1
38.56,15.2,23.93,0
39.24,26.4,27.77,0
40.17,48.4,29.61,1
38.7,26.2,23.74,0
38.98,11.3,29.07,0
40.24,37.5,35.91,1
40.42,46.9,39.14,1
40.33,34.2,35.52,1
40.24,43.2,39.49,1
40.83,47.7,23.01,1
40.13,33.2,34.14,1
38.4,37.6,35.74,1
38.59,13.6,29.93,0
38.8,53.4,30.89,1
39.9,38.0,37.36,1
40.45,33.5,28.4,1
40.19,34.4,36.68,1
40.05,38.1,35.32,1
39.56,30.3,33.8,1
38.41,47.0,24.61,0
40.47,25.3,27.39,0
38.4,55.1,24.88,0
39.99,31.1,32.96,1
40.51,39.5,21.75,1
39.13,9.6,28.51,0
39.05,12.1,24.94,0
39.0,26.8,20.08,0
38.29,15.5,20.25,0
40.23,46.5,39.71,1
38.95,15.3,20.3,0
40.36,35.8,37.38,1
39.1,46.5,21.02,0
40.9,26.1,26.14,0
40.64,34.8,37.05,1
38.91,18.3,30.65,0
38.86,52.7,36.88,1
40.73,39.8,37.07,1
40.16,35.0,33.07,1
39.06,24.6,22.75,0
38.71,20.6,29.25,0
39.23,18.6,29.98,0
40.02,30.7,33.99,1
40.18,28.3,33.04,1
39.07,19.7,25.88,0
40.62,32.8,38.22,1
40.5,45.7,39.84,1
40.87,41.4,25.15,1
40.1,30.0,32.31,1
40.04,37.2,34.1,1
38.82,35.7,32.16,1
39.12,52.7,32.02,1
39.84,37.1,35.08,1
39.23,17.1,27.33,0
39.79,26.1,31.41,1
38.85,17.5,24.49,0
39.28,29.0,31.29,1
39.84,29.9,25.85,1
39.18,26.4,26.88,0
39.0,53.0,33.88,1
39.2,19.3,21.4,0
38.46,16.3,32.79,0
38.88,27.2,34.4,0
38.52,29.6,23.79,0
38.38,39.1,36.04,1
39.09,10.5,24.44,0
39.07,9.9,29.55,0
39.08,26.2,28.96,0
40.0,36.0,35.46,1
38.7,54.7,32.0,1
39.87,33.4,33.39,1
40.2,40.2,34.96,1
40.02,25.6,31.48,1
40.11,39.6,35.68,1
38.66,57.8,32.81,1
39.97,34.3,32.67,1
38.47,59.4,37.36,1
38.48,47.7,34.71,1
38.53,41.9,33.42,1
40.79,45.7,26.6,1
38.49,50.9,35.94,1
40.82,40.8,38.47,1
40.3,39.3,36.6,1
39.73,38.1,32.46,1
38.67,38.7,36.86,1
39.68,29.0,32.09,1
38.79,59.1,30.54,1
39.96,35.2,35.08,1
39.13,26.7,21.92,0
39.72,15.8,28.83,0
40.48,38.6,37.59,1
38.28,30.7,32.28,1
40.46,47.2,25.54,1
38.86,52.4,30.83,1
38.82,23.1,28.02,0
40.77,40.0,39.1,1
39.9,36.7,33.75,1
40.42,42.2,24.01,1
38.57,22.6,24.91,0
40.77,39.5,38.63,1
38.8,32.5,34.32,1
38.52,27.1,22.52,0
40.56,44.5,37.7,1
40.42,39.8,39.56,1
38.53,32.2,36.22,1
39.8,33.2,32.64,1
40.37,36.7,36.68,1
38.75,48.6,29.68,0
38.46,14.8,20.95,0
39.85,39.5,33.46,1
39.33,27.8,31.05,0
39.39,25.2,22.35,0
38.6,48.8,31.6,1
39.87,37.9,35.51,1
40.46,45.0,38.98,1
38.85,18.0,24.08,0
40.1,18.8,29.14,0
40.24,27.7,36.18,1
40.2,47.3,26.93,1
39.07,54.5,32.83,1
40.75,39.1,38.97,1
38.91,26.6,22.08,0
40.75,52.1,24.92,1
39.14,53.3,24.7,0
40.6,42.5,39.5,1
39.75,27.0,31.99,1
40.42,37.6,37.06,1
39.27,55.7,25.78,0
40.34,30.8,35.55,1
40.12,35.9,32.61,1
40.58,39.5,35.57,1
38.66,13.9,28.13,0
40.44,40.4,26.81,1
38.47,22.1,24.87,0
39.24,21.2,27.99,0
39.03,25.4,25.35,0
39.26,48.5,31.55,1
38.41,17.1,27.88,0
39.73,30.2,31.69,1
40.76,48.2,20.05,1
40.31,24.7,20.87,0
38.23,33.6,35.34,1
40.71,36.2,29.21,1
40.48,37.9,38.4,1
38.95,15.0,21.24,0
39.23,17.5,22.84,0
40.65,37.4,38.2,1
40.77,42.0,39.3,1
38.89,57.5,35.27,1
39.26,59.4,34.16,1
38.87,55.6,37.91,1
38.95,20.6,26.26,0
40.57,15.1,27.08,0
38.62,11.1,28.01,0
39.02,56.2,31.42,1
38.48,39.2,23.37,0
39.07,20.7,24.54,0
38.56,49.1,35.77,1
40.42,41.1,38.21,1
40.95,38.8,22.7,1
38.95,23.4,32.77,0
38.6,23.0,25.14,0
40.21,48.6,25.36,1
38.41,48.3,32.69,1
38.97,21.4,23.42,0
38.71,24.0,23.68,0
40.66,42.5,38.43,1
39.24,48.5,34.33,1
39.97,41.4,22.82,1
38.75,30.2,37.97,1
40.04,33.9,30.0,1
39.25,40.3,37.16,1
39.11,26.9,20.23,0
40.76,50.3,21.18,1
40.19,34.8,34.53,1
38.72,12.9,28.46,0
38.6,28.2,24.35,0
38.93,22.5,27.96,0
38.97,33.5,34.61,1
38.47,50.2,33.01,1
38.45,40.2,31.98,1
38.62,12.6,28.66,0
39.09,29.1,22.37,0
39.09,43.5,36.07,1
38.41,11.3,28.33,0
40.3,41.9,36.97,1
39.09,30.4,33.42,1
39.37,23.8,30.62,0
40.86,37.5,22.08,1
40.12,20.2,25.06,0
38.69,20.7,29.63,0
38.44,44.0,35.83,1
38.26,7.1,20.72,0
38.74,38.7,33.47,1
38.97,59.8,35.49,1
38.95,13.6,21.68,0
38.45,14.3,24.81,0
38.93,15.6,30.91,0
38.21,53.8,36.35,1
40.29,38.0,37.48,1
39.12,52.7,33.5,1
38.47,12.7,25.95,0
40.5,41.4,36.2,1
38.8,57.1,35.46,1
39.76,14.0,25.61,0
40.46,33.4,22.62,1
38.62,30.0,22.68,0
40.29,34.7,35.84,1
38.41,21.7,20.62,0
40.73,31.4,24.53,1
39.84,37.7,26.53,1
40.73,43.2,38.76,1
39.82,34.7,34.56,1
38.82,15.0,28.28,0
40.19,39.5,34.7,1
40.1,33.2,33.38,1
39.04,16.6,23.16,0
39.25,26.4,25.52,0
40.51,42.9,37.19,1
38.53,38.1,33.47,1
38.85,14.0,34.1,0
38.74,49.7,31.47,1
38.45,37.9,37.19,1
38.84,35.1,32.38,1
40.65,45.9,38.59,1
39.65,36.3,32.95,1
38.45,26.4,29.17,0
38.68,57.6,30.75,1
38.46,19.9,29.59,0
40.71,37.2,25.66,1
39.92,25.6,31.4,1
39.03,53.3,37.35,1
40.41,41.3,37.49,1
39.08,40.6,35.82,1
40.09,36.5,35.95,1
38.41,11.0,24.61,0
38.98,58.4,35.12,1
40.55,40.4,37.32,1
39.19,14.9,29.31,0
40.77,42.2,25.41,1
38.57,37.5,26.16,0
38.76,42.2,30.97,1
39.64,29.7,31.67,1
40.18,36.7,37.14,1
38.64,25.2,23.94,0
39.48,35.8,31.51,1
39.09,20.5,27.39,0
39.02,54.4,32.8,1
38.86,17.3,27.83,0
39.27,34.5,33.3,1
39.01,14.8,23.41,0
38.85,31.6,34.36,1
38.38,14.9,20.01,0
38.84,57.6,36.43,1
39.94,38.8,33.1,1
39.09,55.1,37.68,1
40.24,38.8,36.7,1
38.19,22.9,25.79,0
40.33,40.8,38.14,1
38.63,50.4,31.51,1
39.9,31.3,35.75,1
38.93,19.5,28.32,0
38.68,56.0,36.49,1
40.19,35.7,35.47,1
40.21,35.2,32.62,1
38.34,23.1,22.89,0
39.04,19.4,20.9,0
40.6,40.6,38.82,1
38.34,21.3,35.81,0
40.56,34.1,36.58,1
40.34,36.2,33.84,1
38.81,30.2,22.96,0
38.97,53.3,33.02,1
39.18,12.3,23.43,0
38.62,11.5,21.03,0
39.86,33.4,31.89,1
38.67,34.3,30.85,1
40.69,42.2,39.89,1
38.98,20.2,29.55,0
40.99,38.9,22.14,1
40.04,28.8,32.36,1
38.62,11.8,26.4,0
39.06,38.0,35.03,1
39.01,17.3,30.77,0
38.5,16.6,24.79,0
39.07,18.1,28.26,0
39.76,27.0,31.68,1
40.2,35.6,37.21,1
39.71,32.1,31.99,1
38.91,53.3,20.52,0
38.8,53.7,28.36,0
38.69,26.7,22.39,0
38.84,24.9,27.87,0
40.32,34.0,35.12,1
38.46,25.8,30.92,0
38.84,33.5,31.31,1
39.85,33.6,32.65,1
40.08,30.9,34.84,1
39.12,40.8,37.47,1
39.69,45.4,26.08,1
38.52,20.4,30.77,0
38.49,41.8,32.49,1
40.32,47.3,35.8,1
40.45,40.2,36.56,1
39.01,51.8,35.85,1
40.53,43.4,38.93,1
38.74,24.7,23.94,0
38.66,16.6,25.66,0
38.75,49.2,31.81,1
39.8,30.1,33.81,1
38.63,11.3,22.85,0
39.85,39.7,22.45,1
38.85,31.4,34.07,1
38.63,42.4,31.45,1
39.13,29.8,35.82,1
40.22,35.9,34.17,1
38.61,16.2,32.65,0
38.65,55.7,37.79,1
38.4,26.9,25.42,0
39.04,15.7,24.32,0
39.11,21.5,26.6,0
39.1,34.3,36.55,1
38.26,16.7,21.81,0
40.35,36.1,33.77,1
40.69,44.6,39.91,1
38.98,58.5,33.8,1
38.71,26.3,25.54,0
40.05,38.1,33.75,1
38.58,58.2,29.56,0
39.92,31.6,33.51,1
38.54,39.5,31.75,1
38.64,41.7,26.57,0
40.33,35.7,35.58,1
38.85,18.0,20.41,0
39.87,28.6,32.37,1
39.8,30.3,31.59,1
39.79,30.3,28.87,1
38.41,22.8,26.72,0
39.92,30.5,32.08,1
40.45,19.0,29.42,0
40.39,33.5,31.92,1
38.87,41.1,33.89,1
39.03,17.8,28.58,0
39.08,54.9,36.11,1
40.31,31.7,20.65,1
38.63,39.7,34.32,1
40.07,35.9,32.33,1
38.82,29.1,23.14,0
38.57,48.9,36.43,1
40.11,38.9,36.22,1
39.21,52.9,32.3,1
38.86,12.3,25.05,0
39.0,41.8,32.19,1
38.31,30.0,27.87,0
40.57,53.8,23.9,1
40.19,43.9,37.06,1
40.46,38.6,23.55,1
39.57,23.2,30.54,1
38.8,18.1,25.81,0
38.41,36.2,33.58,1
